ID,Line,CMP,Freq,AmpKurt,AmpSlp,CIP,CndWtFreq,CompAbs,DomPowS,IDomFreq,InfoEntr,MaxPkAmp,RelQ,RespBand,SValue
153,968,1213,34.3289,24862.6,0.0109434,0.111498,32.1993,17604.5,35,31.9587,256.297,7073.48,3.29198,8.04681,17.75
154,993,995,42.8163,10906.1,-0.0122155,0.0151802,38.9605,13232.9,42,45.731,266.243,8575.88,3.97062,8.24686,12
155,993,996,42.8362,11264,-0.0122804,0.0291833,39.1214,14097,43,46.438,262.821,8914.41,3.17103,10.0027,12
156,993,997,43.8734,11279.7,-0.0132559,0.0417064,39.1564,13839.5,44,46.5685,263.387,9080.63,3.01834,10.0533,12
157,994,995,42.3727,11173,-0.012158,0.00445645,37.0262,12134.5,41,45.6654,257.642,8195.77,3.7919,8.93591,12
158,994,996,42.7347,10458.8,-0.01201,0.00697294,38.2204,12716.9,42,45.9867,262.591,8264.89,3.18673,9.95421,12
159,994,997,42.7453,11015.5,-0.0138812,-0.0261688,38.0983,13100.3,42,46.7425,255.547,8580.6,2.66069,13.1044,12
160,995,995,41.674,11726.7,-0.0118473,-0.00707566,35.6746,12165.5,43,46.3069,240.925,8115.09,3.0964,10.9077,12
161,995,996,42.4746,10997.1,-0.012395,-0.0104085,36.7164,12285.1,47,46.3416,257.706,8114.02,2.87651,11.399,12
162,995,997,40.4713,11609.2,-0.0140558,-0.00105394,35.5769,12962.5,49,48.8625,254.764,8807.66,2.44035,15.1443,12
163,1000,1328,41.0993,19906.5,-0.000456802,0.25303,28.6141,17748.6,42,27.8915,308.621,8039.18,3.2241,9.39053,9.375
164,1000,1329,32.6944,21268.6,0.000426036,0.239239,26.2348,18566,20,26.0506,308.38,8622.46,3.26687,7.78073,9.375
165,1000,1330,28.1257,21692,0.00108756,0.218183,26.0494,18365.5,20,24.9614,306.227,8320.11,3.08172,7.24407,9.375
166,1001,1328,41.2814,17977.5,-0.000273416,0.280726,31.5479,16664.5,42,28.658,306.218,7529.31,3.3731,9.59544,9.375
167,1001,1329,20.9827,19126,0.000774935,0.278171,25.457,17373.7,20,27.7522,308.233,7948.86,3.44044,8.74191,9.375
168,1001,1330,32.8674,21069.7,0.00129307,0.247929,26.6523,17559.2,20,25.8348,307.47,7815.03,3.26977,7.52012,9.375
169,1002,1328,20.5338,17763.5,-0.000618836,0.292993,24.6445,16237.6,20,28.878,305.631,7148.09,3.52981,9.45222,9.375
170,1002,1329,41.1096,18085,0.000849591,0.277993,29.5479,16158.1,42,28.2793,305.302,7218.73,3.45588,9.05344,9.375
171,1002,1330,19.9425,18839.6,6.97E-05,0.247524,24.0405,15793.5,20,26.3223,303.76,6707.89,3.41426,7.74672,9.375
172,1018,954,46.6817,15571.4,-0.0168386,-0.0293308,39.894,16849.7,48,48.4003,250.811,11408.6,4.69516,8.74123,19.375
173,1018,955,46.0945,15219.9,-0.016894,-0.03843,39.0899,16377.6,48,49.2068,246.31,11213,3.46243,11.5617,19.375
174,1018,956,41.7831,18525.8,-0.0170238,-0.113469,33.1002,15819,22,51.604,248.04,11448.4,3.04432,17.6426,19.375
175,1019,954,47.1404,15021.2,-0.0171171,-0.0405248,39.6161,15931.6,52,48.1671,250.48,11120.1,4.38869,8.82511,19.375
176,1019,955,45.7485,15908.6,-0.0178735,-0.0666951,38.3264,16048.7,46,48.72,248.333,11293.8,3.65956,11.3824,19.375
177,1019,956,44.7344,16857.5,-0.018306,-0.121991,36.6836,16001.9,54,50.5319,249.309,11666.2,3.00679,15.9516,19.375
178,1020,954,47.7689,15910.3,-0.0180261,-0.0623413,38.19,15361.4,51,48.7127,247.73,10875.6,3.68434,10.9612,19.375
179,1020,955,45.379,18081.7,-0.0191236,-0.120621,36.6632,16474.2,51,49.995,247.158,11830.1,2.78514,15.5123,19.375
180,1020,956,41.8331,19327.7,-0.0184177,-0.179928,34.6188,16745.8,20,52.5196,249.386,12334,2.49744,20.359,19.375
181,1029,1367,36.3718,21154.3,-0.0155206,0.0215649,31.6677,17129.1,20,44.981,275.041,11021,3.16184,10.5866,17
182,1029,1368,37.5932,18438.4,-0.0140484,0.00710673,32.1656,15777.5,44,44.0484,272.078,10330.7,3.48297,8.88211,17
183,1029,1369,38.6127,19340.8,-0.0126374,-0.0329986,31.1116,16150.8,19,44.5352,287.324,10894.8,2.97572,11.8457,17
184,1030,1367,38.848,19746.7,-0.0148715,-0.00497227,32.4127,16452.3,43,44.4397,278.957,10857,3.00143,11.1525,17
185,1030,1368,41.6012,17941.1,-0.0143485,-0.0206478,33.0513,15536.2,43,43.1598,286.257,10268.3,3.51091,9.05195,17
186,1030,1369,41.1192,18241.1,-0.0124369,-0.0552309,31.0484,15666.4,43,43.6014,297.849,10693.7,3.07435,11.2803,17
187,1031,1367,39.0339,22129.5,-0.0129035,-0.0266799,30.8403,16743.2,42,44.9273,289.319,11152.7,2.7091,13.781,17
188,1031,1368,35.3713,20206.7,-0.0129822,-0.0351838,29.9389,15814.4,41,43.4247,290.502,10472,3.04587,11.198,17
189,1031,1369,40.2938,18254.6,-0.0128559,-0.120973,32.3793,15304.3,19,45.1442,295.395,10676.2,2.73237,14.9876,17
190,1045,968,44.4365,13050.9,-0.0146208,0.0181856,36.4688,13753.5,50,47.7857,267.684,9841.46,3.40115,11.75,47.125
191,1045,969,45.1358,11754.5,-0.0138665,0.0224412,35.5907,12681.5,49,47.8069,265.465,9032.09,3.05626,12.2914,47.125
192,1045,970,44.5931,11944.4,-0.0134932,-0.0197507,35.0157,13243.9,49,48.9753,265.573,9472.11,2.62217,15.4686,47.125
193,1046,968,44.7677,12722.6,-0.0143536,0.0230792,36.4368,13800.4,50,47.8797,268.266,9866.95,3.11371,11.9031,47.125
194,1046,969,44.9443,11801.7,-0.0143922,0.039094,35.6091,12603,50,48.4791,270.396,9013.59,3.02735,11.9943,47.125
195,1046,970,44.0086,12248.1,-0.0146006,-0.0383918,34.2707,12859.3,49,51.4568,271.103,9340.13,2.49905,17.8685,47.125
196,1047,968,47.216,10459.5,-0.0135145,0.0683918,37.6192,12192.3,50,47.6694,272.874,8901.14,3.77157,9.01244,47.125
197,1047,969,48.2427,10701,-0.014175,0.0631787,37.971,12237,50,48.4063,269.671,8653.88,3.23067,10.366,47.125
198,1047,970,44.8679,11531.2,-0.0150688,0.0252368,35.4736,12506.3,50,50.2253,271.691,8896.92,2.62352,14.5967,47.125
199,1055,931,39.1884,17168.3,-0.0146413,0.0042373,33.5852,19403.6,41,42.0514,274.318,14002.7,3.43017,8.47278,25.75
200,1055,932,38.8106,17596.9,-0.0148708,0.0461338,34.1471,19825.9,41,42.8918,272.15,13975.1,2.14589,11.1532,25.75
201,1055,933,39.2783,17740.2,-0.0148352,-0.016575,33.7666,18951.8,41,41.9632,275.987,13597.6,4.10847,7.89647,25.75
202,1056,931,38.1533,19498.1,-0.0150046,0.00811837,32.4309,20733.3,41,42.7131,274.574,15187,3.2967,9.39868,25.75
203,1056,932,38.805,19896.5,-0.0148925,0.0475824,33.2928,20632.3,40,44.0239,272.395,14926,1.92292,13.457,25.75
204,1056,933,37.1217,20108.5,-0.0152844,-0.029917,31.4288,19562.4,39,42.8916,276.915,14302.5,2.83332,10.7434,25.75
205,1057,931,37.2146,21740.2,-0.0148517,-0.00519129,31.0313,22009.6,39,42.4043,282.263,15999.6,3.47166,9.15856,25.75
206,1057,932,36.3908,20229.7,-0.0142058,0.0381537,30.8941,20221.4,39,42.7068,275.973,14767.1,2.69811,10.7393,25.75
207,1057,933,34.6956,20453.6,-0.0140623,-0.00559943,29.8258,19550.8,38,43.1549,276.794,14412.4,2.35716,12.2172,25.75
208,1081,954,35.7248,15424.8,-0.0132457,0.0392676,30.6635,16912.5,43,44.6525,257.776,12218.6,4.31396,8.28799,32.125
209,1081,955,40.8576,12979.6,-0.0130532,0.0437557,34.1355,16703.4,44,45.4995,250.264,11819.1,3.3561,9.48179,32.125
210,1081,956,40.0262,13699.8,-0.0125095,0.0604353,33.7625,17049.2,45,46.6854,262.359,11854.4,2.41251,12.425,32.125
211,1082,954,35.6467,15901.7,-0.0139188,0.0505577,31.621,16790.6,44,43.8004,255.481,12208.7,2.95019,9.26905,32.125
212,1082,955,40.7754,13726.1,-0.0136926,0.0640219,34.1628,16669.3,46,44.7527,264.769,11962,3.9233,7.99159,32.125
213,1082,956,39.4308,14512.7,-0.01314,0.0581532,33.2807,16883.5,45,45.3346,267.708,11996.2,3.04228,9.65926,32.125
214,1083,954,34.3932,16629.4,-0.0153698,-0.000544986,31.4088,16655.6,33,45.5048,242.336,12188.7,2.15502,15.2275,32.125
215,1083,955,39.7676,13864,-0.0151485,0.0844745,34.4885,16257.3,46,47.9998,237.669,11806.3,2.435,12.2273,32.125
216,1083,956,39.2436,14809.3,-0.0147423,0.0667717,33.3799,16435.5,45,45.6375,259.615,11834.6,3.17697,8.85317,32.125
217,1084,1354,19.3125,12333.4,-0.00740604,-0.048646,21.0897,13823.5,19,24.6894,285.593,9323.22,2.98154,7.46626,8.75
218,1084,1355,20.5389,15246.4,-0.00786438,-0.0587279,22.0762,15757.4,18,25.158,288.261,10087.3,3.20719,7.68408,8.75
219,1084,1356,20.498,17070.3,-0.0089055,-0.0789256,21.6216,15920.7,19,25.2374,289.766,10448.5,2.91626,7.64713,8.75
220,1085,1354,19.7209,13244.6,-0.00674103,-0.0320114,21.3715,14037.2,19,24.3527,285.845,9131.2,3.28792,6.91789,8.75
221,1085,1355,19.7577,15614.7,-0.00748161,-0.031905,21.6665,15680.6,19,24.6747,290.232,9931.98,3.25925,7.16117,8.75
222,1085,1356,20.1358,17125.1,-0.00912654,-0.0603984,21.7115,15688.9,19,24.7157,285.163,10216.1,2.89613,7.29261,8.75
223,1086,1354,19.995,11534.7,-0.00611597,-0.0675837,23.1981,13118.5,20,25.092,275.839,8202.87,3.43388,7.63699,8.75
224,1086,1355,20.2664,12259.8,-0.0071066,-0.0644893,23.7929,13700.1,20,25.6075,283.142,8523.04,3.32616,8.13677,8.75
225,1086,1356,20.1935,13635.3,-0.00928886,-0.0643183,22.7762,14056.8,20,24.9275,278.242,8890.68,3.30393,7.45861,8.75
226,1107,976,37.6764,14072.5,-0.0130716,-0.00375835,32.7212,15729.2,37,46.6877,251.56,11374.5,3.59444,9.15039,27.875
227,1107,977,38.5529,13806.5,-0.0132805,-0.00958351,32.3574,15266.3,38,46.7288,251.592,11143.8,3.50364,9.73001,27.875
228,1107,978,40.8135,13044.5,-0.0132996,-0.0229197,33.3399,14808.1,44,45.6988,253.889,10656.6,3.78341,8.44524,27.875
229,1108,976,37.7989,15212.5,-0.0133348,-0.0210413,31.4997,16182.2,37,45.9725,253.638,11939.1,3.4568,9.65482,27.875
230,1108,977,37.819,14742.1,-0.0137143,-0.0388461,31.6526,15677.4,38,45.5623,254.019,11513.7,3.40012,9.57046,27.875
231,1108,978,39.2238,14089.1,-0.0142108,-0.07211,33.4209,15520.2,39,44.2148,256.987,11115.5,3.66223,8.33951,27.875
232,1109,976,37.1338,16756.4,-0.0136957,0.00954199,30.8273,16921.8,36,47.3845,254.934,12574.9,3.44663,9.96762,27.875
233,1109,977,37.2512,16616.2,-0.0143507,-0.0207642,31.1473,16861,37,46.4338,251.457,12439.4,3.43912,10.1592,27.875
234,1109,978,42.9873,13363,-0.015928,-0.0883447,36.5339,16358.8,43,44.8685,247.899,11778.9,3.59869,8.919,27.875
235,1122,921,34.1735,17039,-0.0126112,0.0297824,31.1759,19260.9,45,50.543,260.637,13235.2,2.29642,18.1874,33
236,1122,922,33.8905,18351.9,-0.0129183,-0.0214418,29.7964,19173.3,22,40.3454,255.723,13305.5,2.08318,18.6401,33
237,1122,923,31.4756,18803.4,-0.0129387,-0.00429074,28.8378,19272.2,44,40.5991,252.038,13694.8,2.11317,18.9695,33
238,1123,921,34.3714,17964.8,-0.0120217,0.00872492,29.7844,18716.6,45,48.9922,273.077,13044.8,2.67955,16.1269,33
239,1123,922,33.1629,17436,-0.0122119,0.0186627,29.64,17793.6,45,49.2468,267.209,12409.1,2.64802,16.1097,33
240,1123,923,30.0994,17700.3,-0.0124129,-0.0221029,28.6902,17720.9,45,41.8303,256.607,12364.2,2.26319,19.2289,33
241,1124,921,32.1918,18082.3,-0.0118093,-0.0459856,28.4825,17812.3,19,40.9491,270.828,12222.5,2.26289,18.5571,33
242,1124,922,30.6714,18020.8,-0.0122638,-0.0551648,28.1963,17181.9,20,39.0461,265.11,11764.4,2.35954,17.091,33
243,1124,923,33.0625,16625.3,-0.0132011,-0.0829862,29.6075,17565.9,21,33.9875,250.623,12165.4,2.35484,14.0813,33
244,1133,968,41.9446,10163.5,-0.0116314,-0.0366296,32.3788,12308.8,41,43.6829,260.407,9723.29,3.56135,9.78728,10.375
245,1133,969,45.7694,8112.08,-0.0112854,-0.0470857,36.4666,12094.1,46,43.1716,261.669,9337.42,3.64478,9.97968,10.375
246,1133,970,44.7583,9128.54,-0.011783,-0.0966767,33.1056,13140.7,45,43.3782,265.262,9938.09,3.12792,12.9687,10.375
247,1134,968,45.9523,8756.32,-0.0120138,-0.00642689,36.6952,12207.2,15,44.0636,254.479,9668.55,2.99262,10.3245,10.375
248,1134,969,44.7833,8463.07,-0.0115572,-0.00972711,35.1952,12590.9,44,44.2902,257.668,9692.47,2.51466,12.4989,10.375
249,1134,970,44.3173,9012.93,-0.0114623,-0.0441054,33.0683,13370.1,14,44.4448,264.551,10076.1,2.51358,14.1448,10.375
250,1135,968,45.1929,8702.51,-0.012899,-0.0494623,36.643,12430.7,44,42.9026,245.214,9746.04,2.52149,12.171,10.375
251,1135,969,45.5423,8545.28,-0.012097,-0.0199917,33.3932,12797.6,13,43.8692,251.352,9878.36,2.25229,14.3147,10.375
252,1135,970,44.8234,8780.28,-0.0113313,-0.0201906,32.1187,12982.2,14,43.5364,262.678,9879.67,2.63692,14.4587,10.375
253,1139,1138,43.7054,4281.19,-0.00311396,0.208283,32.801,8765.02,45,48.4971,285.324,4798.81,4.18977,14.7601,14.125
254,1139,1139,43.3231,4237.24,-0.00346434,0.206898,31.8553,9049.94,44,48.3628,274.293,5133.99,4.11372,14.5686,14.125
255,1139,1140,43.164,4104.85,-0.00325915,0.165997,34.3715,9349.28,44,46.4392,268.105,5320.88,4.24939,11.4657,14.125
256,1140,1138,43.3296,4625.64,-0.00246979,0.192791,33.9303,8773.38,44,47.5999,286.617,4750.33,4.21984,13.7526,14.125
257,1140,1139,43.3375,4386.37,-0.00349353,0.23649,32.6512,8921.74,44,49.4195,288.973,4962.34,4.29249,15.4383,14.125
258,1140,1140,43.2867,4223.35,-0.0036592,0.221844,32.8284,9047.35,44,48.636,288.469,4970.71,3.72898,15.0628,14.125
259,1141,1138,43.5871,4142.5,-0.00262387,0.189302,32.9319,8634.34,45,46.8959,286.532,4831.54,4.68268,11.4976,14.125
260,1141,1139,43.2906,4565.18,-0.0030304,0.232899,31.5899,8942.38,44,48.8847,288.079,5166.6,4.44569,14.7614,14.125
261,1141,1140,43.4086,4356.58,-0.00394328,0.203949,35.0994,9365.02,44,47.5493,287.859,5450.11,4.70076,12.6919,14.125
262,1148,996,42.025,12822,-0.0101135,0.00261742,25.9498,16594.8,17,33.4908,267.169,11904.5,2.1934,14.702,16.875
263,1148,997,42.7463,11516.7,-0.00962247,-0.0187999,27.3395,15880.9,18,33.5857,244.162,11434.2,2.36464,14.42,16.875
264,1148,998,43.6368,11006,-0.00950935,-0.0120819,27.377,15884.1,18,33.0085,252.046,11417.1,2.66092,13.8317,16.875
265,1149,996,34.7711,13374.7,-0.0101658,-0.0927662,25.3881,15778.3,19,31.8281,263.97,11767.2,2.71877,13.2734,16.875
266,1149,997,34.403,12270,-0.010006,-0.109198,25.8398,15433.6,18,31.5299,260.153,11470.6,2.59357,13.0185,16.875
267,1149,998,29.1194,12134,-0.0102929,-0.111642,25.7331,15874.3,19,28.6449,262.251,11682.5,2.58552,10.9933,16.875
268,1150,996,26.4044,14827.5,-0.0103677,-0.127994,25.0921,16353.2,20,30.7722,263.801,12347.2,2.765,12.5398,16.875
269,1150,997,26.5224,13570.6,-0.0103344,-0.130818,24.7994,15959.3,19,29.5981,261.3,11938.6,2.36081,11.9131,16.875
270,1150,998,25.9445,12580.1,-0.0104203,-0.159588,25.1738,15861,19,26.9792,257.519,11863.3,2.35533,10.047,16.875
271,1197,1395,20.5887,16511.6,-0.0118194,0.0397756,23.1622,14984.6,18,34.0385,303.511,9424.64,1.6322,18.3142,15.875
272,1197,1396,21.2122,17317.4,-0.0127857,0.148501,25.109,16280.1,19,28.2241,287.248,10064.9,1.69452,13.5596,15.875
273,1197,1397,23.9108,19912.1,-0.0132337,0.222439,24.3948,17049.8,18,29.1582,286.702,10776.8,1.76268,13.7731,15.875
274,1198,1395,22.746,14392.1,-0.0118097,0.131703,25.2797,15003.1,19,30.4121,289.939,9293.89,1.5958,15.6612,15.875
275,1198,1396,21.3405,16791.9,-0.0123021,0.205607,24.8657,15872.1,19,27.3114,288.472,9847.37,1.68484,12.3027,15.875
276,1198,1397,23.4674,18959.9,-0.0129508,0.261404,24.2289,16411.2,18,27.1096,279.128,10499.7,1.88213,11.3415,15.875
277,1199,1395,23.5682,13204.4,-0.0114454,0.213307,25.878,14270.7,19,31.0546,289.961,8939.5,1.55939,15.892,15.875
278,1199,1396,22.3087,15119.8,-0.0119327,0.252173,25.2126,15009,19,27.611,278.151,9511.83,1.66719,12.2385,15.875
279,1199,1397,26.3164,17299.5,-0.0126894,0.286301,24.2774,15386,17,28.6295,267.89,9938.17,2.12599,12.0416,15.875
280,1209,1056,29.4976,11495.4,-0.011681,-0.034442,26.1438,13861.4,30,35.7974,247.973,10766.1,1.63339,15.5448,42.375
281,1209,1057,32.7915,10856.5,-0.0124904,0.0174035,27.9996,13360.8,17,55.907,249.66,10126.2,1.65038,21.7638,42.375
282,1209,1058,34.1933,10259.4,-0.0127067,0.0799973,29.3185,13128.3,47,53.3498,243.406,10056,2.76567,16.4928,42.375
283,1210,1056,30.8013,10875.5,-0.0114856,0.122415,26.688,13682.8,30,36.0891,241.693,10373.2,1.19456,18.0056,42.375
284,1210,1057,32.9877,10015,-0.0118901,0.157497,28.5998,13119,26,55.8734,244.889,9871.48,1.39229,23.5531,42.375
285,1210,1058,35.1154,9292.56,-0.0127364,0.29841,30.7605,12718.6,31,43.7159,245.981,9471.2,1.31794,21.0162,42.375
286,1211,1056,32.6556,9736.3,-0.0115462,0.356396,26.3358,12489.3,24,36.9216,233.961,9644.17,1.03353,18.115,42.375
287,1211,1057,34.0795,9266.14,-0.0123,0.316906,27.9232,12256.9,30,37.8425,241.128,9559.83,1.16089,16.4836,42.375
288,1211,1058,34.1999,8469.52,-0.0125058,0.292092,30.1634,11989.6,31,39.632,247.821,8980.82,1.32147,16.725,42.375
289,1236,1061,28.9183,6532.01,-0.00910254,-0.182663,24.6067,9023.92,43,37.8652,219.505,7370.83,1.71246,18.0705,44.125
290,1236,1062,28.6636,5769.01,-0.00827936,-0.24901,24.7561,8363.03,22,33.7902,226.903,6869.07,1.20591,17.0299,44.125
291,1236,1063,25.7222,5348.12,-0.00772815,-0.0905711,24.8696,8180.02,23,26.1024,199.563,6491.61,1.12307,12.9106,44.125
292,1237,1061,26.0977,6007.29,-0.00927062,-0.0831053,21.5696,7993.92,14,28.1407,185.212,6949.79,1.97619,10.4849,44.125
293,1237,1062,26.3079,5203.42,-0.00783259,-0.059909,23.2381,7690.34,19,29.2003,179.982,6590.97,1.02219,16.6099,44.125
294,1237,1063,25.1997,5340.33,-0.00733958,0.039066,24.0262,7977.74,21,25.5446,209.153,6478.32,1.52149,10.1271,44.125
295,1238,1061,26.3533,5280.15,-0.0105065,-0.0180884,22.9389,7600.11,21,33.6597,184.556,6559.39,1.54503,15.9313,44.125
296,1238,1062,31.4422,4350.42,-0.00850811,0.242941,26.4273,7496.5,23,29.8882,178.802,6272.05,1.56916,13.1317,44.125
297,1238,1063,29.1185,5453.24,-0.00828445,0.202277,25.7963,8512.96,24,29.8533,181.7,6893.37,1.3076,14.2089,44.125
298,1244,1370,26.1078,24329.7,-0.017449,0.284007,27.2504,20260.6,23,29.4508,279.088,12800.2,3.12128,10.3426,37.25
299,1244,1371,25.1589,25292.3,-0.0170712,0.288146,26.9124,20416.6,22,29.7221,284.755,12787.9,3.20788,10.7656,37.25
300,1244,1372,25.9042,24070.2,-0.0161871,0.290426,27.0298,19846.8,22,33.2266,288.819,12585.4,3.12003,13.2392,37.25
301,1244,922,32.8096,17731.8,-0.0175784,0.195573,29.6953,19080.1,24,29.3975,187.792,13228,1.52912,11.1225,19
302,1244,923,30.0782,18516.3,-0.017546,0.176752,28.4448,19154.9,25,28.866,161.389,13149.3,2.13686,10.8284,19
303,1244,924,29.0856,19003.3,-0.0168844,0.20692,27.8473,19252.3,25,29.5245,168.098,13270.4,1.71343,11.0162,19
304,1245,1370,27.5482,25285.5,-0.017479,0.266133,28.3013,20888.8,23,34.7167,299.002,13410.7,2.92118,14.1031,37.25
305,1245,1371,26.6472,23754.2,-0.0169322,0.264479,27.9314,19903.4,23,34.9266,292.273,12764.1,3.20423,14.5451,37.25
